scheme_id,known_feasible,capability_score,price_wan,stroke_mm,rated_thrust_n,peak_thrust_n,speed_mm_s,accuracy_mm,response_time_ms,temp_low_c,temp_high_c,duty_cycle_pct,mass_kg,salt_spray_h,protection_grade,manual_emergency,self_lock,position_feedback,overload_protection,self_diagnosis
VIRTUAL-0744,1,38.3455,10.8938,78.9598,4131.8676,7279.3589,85.7777,0.96809,162.8852,-20.3726,97.9585,30.5633,7.5924,0.0,55.0,0,0,1,1,1
VIRTUAL-0745,1,39.3745,15.3402,118.271,8771.2358,14494.8594,72.1269,0.73135,175.2848,-22.3802,89.5268,88.9129,13.0256,216.0,65.0,0,1,0,1,1
VIRTUAL-0746,1,31.5287,11.3909,200.5587,10597.4012,15807.1388,32.3245,0.82013,262.8703,-12.2686,71.5485,45.0693,13.2815,0.0,54.0,1,0,0,0,0
VIRTUAL-0747,1,34.4875,16.5178,144.3919,9762.2354,14784.1807,64.8633,0.97045,192.0894,-46.6148,79.9157,54.9276,12.7312,96.0,65.0,0,0,1,1,1
VIRTUAL-0748,0,37.6422,15.6553,112.2356,11400.1459,16933.0233,77.2116,0.92126,151.3627,-28.3821,71.3506,40.0686,13.499,96.0,55.0,1,1,1,1,1
VIRTUAL-0749,1,53.2893,19.6675,121.4127,15509.5532,23358.3758,36.7719,0.37032,250.2475,-18.8014,90.3558,61.52,15.7936,168.0,65.0,1,1,1,1,1
VIRTUAL-0750,1,52.3678,18.829,177.6482,16727.5484,23725.6065,68.9267,0.49184,109.0968,-56.459,78.1312,56.9882,15.6682,48.0,55.0,1,1,0,1,1
VIRTUAL-0751,1,37.9411,12.4093,170.9114,5876.2322,9450.3964,46.784,0.21939,182.2309,-18.3807,67.2988,45.9143,7.9346,0.0,54.0,1,1,1,1,1
VIRTUAL-0752,1,22.6718,13.0535,71.6117,10426.2617,16166.7715,45.3532,0.75631,236.8716,-15.9018,63.6365,35.0483,11.7472,96.0,55.0,0,1,1,1,0
VIRTUAL-0753,1,29.3017,10.4818,104.4904,4129.2906,6599.8104,47.888,0.72118,210.6087,-15.255,59.6446,62.685,6.6208,24.0,55.0,1,0,1,1,1
VIRTUAL-0754,1,43.0472,15.3703,104.8655,12529.1747,19528.3965,37.3096,0.19765,221.0188,-14.0846,59.1066,57.1722,12.7979,0.0,54.0,0,1,1,1,0
VIRTUAL-0755,0,27.3156,13.7894,122.3099,13137.3174,19332.1581,7.6787,0.42732,322.2253,-15.6455,76.6096,35.2158,14.024,120.0,55.0,0,0,1,1,0
VIRTUAL-0756,0,37.7338,19.85,158.3519,16273.1518,22465.3033,62.3063,0.74654,141.3356,-33.8192,88.5524,78.3911,17.1742,168.0,65.0,0,0,1,0,1
VIRTUAL-0757,1,31.7225,13.0582,179.9973,4405.5164,6204.0231,76.2957,0.96222,160.4402,-39.8387,77.2788,30.3997,9.8882,168.0,65.0,0,1,1,1,1
VIRTUAL-0758,0,52.5394,21.7535,101.3927,16528.925,24150.5113,45.0929,0.60773,197.4399,-38.3742,57.6425,72.0097,16.8809,168.0,65.0,1,1,1,1,1
VIRTUAL-0759,1,33.0509,15.9315,66.2958,10381.9223,16274.507,68.1172,0.783,183.5409,-28.6374,75.8154,38.0255,10.9927,96.0,55.0,1,1,0,1,0
VIRTUAL-0760,1,42.356,16.0295,86.1484,7449.4288,11337.1746,85.9643,0.42337,126.0195,-18.1039,85.2633,33.0982,10.7726,168.0,65.0,0,1,1,1,1
VIRTUAL-0761,1,40.0331,12.8552,127.0047,10834.5484,17326.4956,12.0789,0.53985,318.1556,-49.0743,97.8011,63.9276,11.9192,0.0,54.0,0,0,0,0,1
VIRTUAL-0762,1,43.9492,15.8117,186.0816,15210.6239,22698.3604,50.5281,0.31021,201.3315,-41.7604,83.9273,61.912,15.4931,0.0,54.0,0,1,1,0,1
VIRTUAL-0763,1,53.1376,15.3253,102.981,16473.5162,24825.6935,12.7921,0.29431,289.715,-35.6167,90.6477,36.6271,13.3512,48.0,55.0,0,1,1,1,0
VIRTUAL-0764,1,44.1091,17.8092,196.9359,9439.5746,14737.8203,54.2419,0.06172,168.3478,-44.9923,81.8445,40.7324,16.0574,216.0,65.0,1,1,0,1,1
VIRTUAL-0765,1,24.9722,9.8035,176.5379,4678.8087,7888.4896,13.3436,0.43081,301.1304,-10.72,63.6009,34.1917,8.9076,48.0,55.0,0,1,1,1,0
VIRTUAL-0766,1,55.9092,18.4158,181.8362,16654.776,25492.7184,57.8557,0.15418,182.2456,-42.6868,62.5525,56.0949,17.0898,24.0,54.0,0,1,1,1,1
VIRTUAL-0767,1,47.7101,15.0686,192.9813,13210.9954,20042.9681,83.3368,0.15651,141.8548,-26.8261,58.214,30.0516,14.1712,72.0,55.0,0,0,0,1,0
VIRTUAL-0768,1,47.5607,12.9442,66.0107,6981.3071,9665.536,82.421,0.6777,164.9029,-51.7964,72.9333,91.9138,9.6738,0.0,55.0,0,0,1,1,0
VIRTUAL-0769,1,53.2174,15.2185,72.8683,12096.4034,19309.65,27.7044,0.48067,251.4647,-57.7722,95.5606,82.4768,12.4882,24.0,55.0,0,0,1,1,1
VIRTUAL-0770,1,42.4853,17.3991,80.6443,10993.1882,15611.0959,48.9098,0.05501,178.9479,-11.939,60.9601,83.5728,11.3096,216.0,66.0,0,0,1,1,1
VIRTUAL-0771,1,36.0195,16.5132,154.2758,15216.1772,21633.1888,27.3219,0.90708,278.7182,-21.4435,98.459,61.9828,14.2809,72.0,55.0,1,1,0,1,1
VIRTUAL-0772,0,41.072,19.1067,116.9232,12402.2189,18390.4617,72.3436,0.85749,169.3879,-36.6594,87.6305,21.8128,15.3935,240.0,66.0,0,1,1,1,0
VIRTUAL-0773,1,37.2273,14.2604,80.9209,16455.9396,25392.832,16.3044,0.96213,295.768,-34.9362,93.4014,36.1897,13.9913,96.0,55.0,0,0,1,1,0
VIRTUAL-0774,1,41.267,12.3791,119.0449,8477.074,13020.5298,64.7837,0.75228,172.726,-43.0603,83.3736,45.6819,9.9057,24.0,55.0,0,0,1,1,0
VIRTUAL-0775,0,27.0139,14.3822,137.8251,5781.6602,8660.1234,75.4291,0.99328,186.1134,-19.2426,73.8393,71.9017,10.1391,168.0,65.0,0,0,1,1,0
VIRTUAL-0776,1,43.0107,16.154,192.3159,9042.7968,13580.3825,85.995,0.43698,111.2782,-13.2244,99.9988,70.8369,12.0634,96.0,65.0,0,0,0,1,0
VIRTUAL-0777,1,47.2412,14.151,103.1385,5113.5374,9028.2964,73.4241,0.90996,166.4145,-44.7419,99.8632,94.9112,10.6932,72.0,55.0,1,1,1,1,0
VIRTUAL-0778,1,36.831,11.2807,159.2359,4009.3091,7574.3543,54.746,0.78875,236.9403,-58.5598,56.2428,68.0376,8.3358,48.0,55.0,0,1,1,1,0
VIRTUAL-0779,1,31.4294,10.7969,163.2573,5308.6608,8362.1753,10.0812,0.69657,306.3894,-49.6904,93.6791,40.2932,12.1526,72.0,55.0,1,1,0,1,0
VIRTUAL-0780,1,44.7234,15.85,137.5087,9261.7449,12768.6599,56.3624,0.14459,164.5904,-39.4335,99.9248,27.8941,13.5888,120.0,65.0,1,1,1,1,1
VIRTUAL-0781,1,35.327,16.7583,132.8269,11855.047,18385.0512,32.2358,0.48465,256.8061,-23.0872,62.9374,70.1257,12.248,96.0,65.0,0,1,1,1,1
VIRTUAL-0782,1,28.2928,10.8918,187.6906,9108.7759,13285.1938,7.6903,0.95145,340,-48.2124,70.5639,54.3898,10.2825,0.0,54.0,0,0,1,1,0
VIRTUAL-0783,0,33.4719,19.9566,218.1206,16011.3554,23910.547,27.0672,0.12176,267.1987,-37.9352,81.0959,39.8101,17.8394,216.0,65.0,1,0,0,1,1
VIRTUAL-0784,1,46.6538,15.5265,212.3798,14481.8154,21310.2457,31.5959,0.5354,247.7931,-25.6663,60.4926,54.3482,14.2598,0.0,55.0,0,1,1,1,1
VIRTUAL-0785,1,30.2981,16.1276,146.7217,12354.2762,20143.926,21.5276,0.49732,266.4936,-22.4896,68.6035,35.4953,13.1575,96.0,55.0,0,1,1,1,1
VIRTUAL-0786,1,30.2855,13.4135,179.6066,4672.2737,8780.4158,5.3008,0.16684,282.8865,-25.4717,96.2838,63.6567,11.7356,216.0,65.0,0,1,1,1,1
VIRTUAL-0787,1,59.5554,15.8331,169.1903,11163.7734,18256.9497,87.0058,0.23585,100.0579,-31.1403,83.9223,92.8394,12.9675,72.0,55.0,0,1,1,1,0
VIRTUAL-0788,1,32.958,10.9529,156.6394,4330.713,7338.0283,60.0966,0.87615,184.3602,-13.6877,73.2821,41.3363,6.5175,0.0,54.0,1,1,1,1,0
VIRTUAL-0789,1,47.685,17.9228,132.284,12161.3986,19463.8428,54.645,0.74922,180.4809,-59.4934,97.2965,94.4976,15.8368,168.0,65.0,0,0,1,1,0
VIRTUAL-0790,1,48.6272,16.1507,186.6122,15127.4815,21950.9405,17.4273,0.42171,263.8913,-44.9673,85.3628,97.6921,15.4292,168.0,65.0,0,1,1,1,0
VIRTUAL-0791,1,65.2566,16.4078,88.0536,12943.5494,20036.5785,85.5201,0.214,102.1524,-43.1408,98.8284,56.8372,12.7059,0.0,54.0,1,1,0,1,0
VIRTUAL-0792,1,23.102,9.5716,178.3978,4290.3292,6741.3012,40.0692,0.84815,219.6482,-22.949,62.4707,32.4662,7.1811,0.0,54.0,0,1,1,0,1
VIRTUAL-0793,0,43.5398,15.1192,136.5895,13096.3304,21219.5603,20.6068,0.96761,325.888,-37.0636,63.1776,69.0938,11.8811,72.0,55.0,1,1,1,1,1
VIRTUAL-0794,1,31.6552,11.0147,206.6075,6590.8664,8339.1212,60.6775,0.24048,182.5252,-48.4128,86.6085,24.2521,11.6437,48.0,55.0,1,0,1,1,0
VIRTUAL-0795,0,41.4561,16.7807,215.6515,12236.4868,19444.0873,53.2619,0.83824,201.9551,-57.6001,80.8538,59.9258,15.5176,120.0,55.0,0,1,1,1,1
VIRTUAL-0796,0,20.1202,15.0863,83.3352,16153.3308,23728.94,8.4375,0.72055,296.8543,-48.6049,81.2681,21.0539,15.0582,96.0,55.0,0,0,1,0,1
VIRTUAL-0797,1,58.9912,15.4897,88.8461,15125.5105,23915.3598,28.3225,0.10186,238.9415,-48.7556,92.6704,31.5362,13.3288,48.0,55.0,0,0,1,1,1
VIRTUAL-0798,1,44.7919,12.5545,152.1955,6369.9998,10567.9795,72.6375,0.54401,172.3449,-55.5479,85.7122,37.4579,11.5134,24.0,55.0,0,1,1,1,1
VIRTUAL-0799,1,21.7813,11.8314,75.4902,6884.8248,9947.6049,31.0099,0.6126,221.4507,-55.782,62.7833,44.3511,9.9648,96.0,55.0,0,0,1,1,0
VIRTUAL-0800,1,29.3434,9.7443,194.5389,6543.0826,9835.5749,14.0253,0.22807,279.6051,-10.6644,85.8448,45.1406,13.1141,72.0,55.0,0,1,0,1,0
